"","x","y"
"1",2,2
"2",2,2
"3",2,2
"4",0.772984125093924,0.519293446251872
"5",1.29784359162955,1.87405587043393
"6",0.871013789916745,0.31586306590757
"7",1.17872943126042,1.05883818186997
"8",1.18500951327606,1.57265442342026
"9",1.57044778359186,0.378950688944643
"10",1.43349559741145,0.759633920838467
"11",1.00076515073249,0.398089228045497
"12",1.87720321135906,1.82698194602875
"13",1.87720321135906,1.82698194602875
"14",1.29875392825717,1.00578385474342
"15",1.6256818405054,0.843557902759746
"16",0.781899420987954,1.57297557840458
"17",1.13042610352916,0.480257103580052
"18",1.28171759385861,1.13207368008565
"19",1.02864582537245,0.456947307182148
"20",1.02864582537245,0.456947307182148
"21",1.52231425801447,0.630497622904769
"22",1.52231425801447,0.630497622904769
"23",1.52231425801447,0.630497622904769
"24",0.82293042340085,1.7092497187663
"25",0.469277078847709,2.11518175503276
"26",2.03539576152425,2.19210379166988
"27",2.03539576152425,2.19210379166988
"28",2.03539576152425,2.19210379166988
"29",2.03539576152425,2.19210379166988
"30",2.03539576152425,2.19210379166988
"31",2.03539576152425,2.19210379166988
"32",-0.220026009462862,1.10093493850604
"33",-0.220026009462862,1.10093493850604
"34",-0.220026009462862,1.10093493850604
"35",-0.220026009462862,1.10093493850604
"36",1.62476686014459,0.828599021290181
"37",0.720481511554838,0.681882083500868
"38",1.83511811752191,0.135328614469055
"39",1.83511811752191,0.135328614469055
"40",1.83511811752191,0.135328614469055
"41",1.83511811752191,0.135328614469055
"42",1.83511811752191,0.135328614469055
"43",0.358135471395386,1.35122336147791
"44",0.291973402757355,1.72429513605968
"45",0.291973402757355,1.72429513605968
"46",0.291973402757355,1.72429513605968
"47",1.04379804420226,1.64301862465877
"48",-0.126374410138241,1.34647003966148
"49",-0.126374410138241,1.34647003966148
"50",-0.126374410138241,1.34647003966148
"51",-0.126374410138241,1.34647003966148
"52",-0.126374410138241,1.34647003966148
"53",-0.126374410138241,1.34647003966148
"54",1.3073271993814,0.761039139482533
"55",0.914147018670901,0.257866298728894
"56",2.38735795264613,1.57217150045213
"57",1.17956568739127,1.77638358505224
"58",1.35003167549912,1.61025671065399
"59",1.35003167549912,1.61025671065399
"60",1.23499695610986,1.75572380284841
"61",0.0950737463479804,0.4712146226703
"62",0.0950737463479804,0.4712146226703
"63",10.9693077353735,9.7845533078509
